"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.29675809026901e-42,-1.03648846766708,1,0.993,1.77837404499492e-38,"FCGR3A+ Mono","RPS27"
1.54328242729306e-42,1.40056254897066,0.66,0.187,2.1164575207897e-38,"FCGR3A+ Mono","TNFSF10"
1.93273329898471e-42,1.31134893332151,0.926,0.44,2.65055044622763e-38,"FCGR3A+ Mono","PRELID1"
3.33926855043267e-42,1.18273447889366,0.846,0.342,4.57947289006336e-38,"FCGR3A+ Mono","C10orf54"
8.3861824233019e-42,1.09836123773981,0.556,0.137,1.15008105753162e-37,"FCGR3A+ Mono","OAZ2"
9.22164783033788e-42,0.938569039906707,1,0.843,1.26465678345254e-37,"FCGR3A+ Mono","MYL6"
1.37533849413267e-41,1.28711722872109,0.722,0.238,1.88613921085354e-37,"FCGR3A+ Mono","CTSC"
1.69375273613814e-41,-1.10655963030861,0.969,0.973,2.32281250233984e-37,"FCGR3A+ Mono","RPL31"
2.10215791696282e-41,1.1230738548647,0.969,0.575,2.88289936732282e-37,"FCGR3A+ Mono","SRGN"
2.21400438880868e-41,1.08377035576862,0.71,0.228,3.03628561881223e-37,"FCGR3A+ Mono","ARRB2"
4.41745318352263e-41,0.870918627492298,0.463,0.094,6.05809529588294e-37,"FCGR3A+ Mono","LYL1"
5.0302360235346e-41,0.860855969447703,0.438,0.086,6.89846568267534e-37,"FCGR3A+ Mono","CYBB"
5.98465432516254e-41,1.3219985050161,0.691,0.216,8.20735494152791e-37,"FCGR3A+ Mono","HN1"
6.79704044220895e-41,0.859317124563869,0.34,0.053,9.32146126244535e-37,"FCGR3A+ Mono","INSIG1"
9.51318165337141e-41,0.887257708110401,0.599,0.159,1.30463773194335e-36,"FCGR3A+ Mono","BLVRA"
1.02913555718157e-40,-1.03096336764874,0.994,0.973,1.41135650311881e-36,"FCGR3A+ Mono","RPL5"
1.50770541477869e-40,1.02063052640877,0.494,0.112,2.0676672058275e-36,"FCGR3A+ Mono","VMP1"
2.00467722349464e-40,0.915818702792314,0.519,0.121,2.74921434430055e-36,"FCGR3A+ Mono","SPN"
2.51227064883966e-40,0.811972588046886,0.994,0.942,3.4453279678187e-36,"FCGR3A+ Mono","PFN1"
2.90305431236595e-40,0.845813399215623,0.29,0.04,3.98124868397866e-36,"FCGR3A+ Mono","ARHGEF40"
3.13863547559903e-40,0.713012170157431,0.253,0.03,4.30432469123652e-36,"FCGR3A+ Mono","ARRB1"
7.2358033708095e-40,-2.65062192759176,0.167,0.673,9.92318074272815e-36,"FCGR3A+ Mono","PTPRCAP"
9.70894075197782e-40,0.96886443873371,0.272,0.036,1.33148413472624e-35,"FCGR3A+ Mono","RELT"
2.90645625126075e-39,1.40699362846157,0.765,0.288,3.985914102979e-35,"FCGR3A+ Mono","MT2A"
4.36689567928609e-39,0.874784220197456,0.389,0.072,5.98876073457294e-35,"FCGR3A+ Mono","NAMPT"
5.78758422289065e-39,0.579794231925006,0.253,0.031,7.93709300327223e-35,"FCGR3A+ Mono","LILRA2"
5.79090021261176e-39,1.39321323544667,0.821,0.341,7.94164055157577e-35,"FCGR3A+ Mono","CSTB"
9.84983337667826e-39,-1.09799025714492,0.988,0.977,1.35080614927766e-34,"FCGR3A+ Mono","RPL9"
1.14027374017234e-38,0.917908637833549,0.994,0.79,1.56377140727235e-34,"FCGR3A+ Mono","ARPC2"
1.17992333996074e-38,-0.820809938464016,1,0.989,1.61814686842216e-34,"FCGR3A+ Mono","RPS7"
1.49264059873065e-38,-1.14744917445947,0.944,0.952,2.04700731709922e-34,"FCGR3A+ Mono","RPLP0"
1.96879429920671e-38,0.875360971291103,0.58,0.15,2.70000450193208e-34,"FCGR3A+ Mono","NCF2"
2.01944255421473e-38,1.00108862660807,0.599,0.168,2.76946351885008e-34,"FCGR3A+ Mono","OAS1"
2.50410701519916e-38,0.77373229805536,0.549,0.137,3.43413236064413e-34,"FCGR3A+ Mono","TNFSF13B"
3.07581461949883e-38,0.695641343291024,0.327,0.053,4.2181721691807e-34,"FCGR3A+ Mono","PRAM1"
3.17574994551217e-38,-0.910481449665062,0.994,0.994,4.35522347527539e-34,"FCGR3A+ Mono","RPS12"
3.33743896465279e-38,-0.916083512201388,0.988,0.987,4.57696379612483e-34,"FCGR3A+ Mono","RPS15A"
3.53539016455256e-38,-0.773603865675908,1,0.996,4.84843407166738e-34,"FCGR3A+ Mono","RPS14"
4.11915358693897e-38,-0.759130602248198,1,0.997,5.6490072291281e-34,"FCGR3A+ Mono","RPLP1"
4.34481257462635e-38,-1.03960411264363,0.981,0.981,5.95847596484258e-34,"FCGR3A+ Mono","RPS25"
8.52063474625568e-38,-0.995823573546168,0.994,0.978,1.1685198491015e-33,"FCGR3A+ Mono","RPS5"
1.04701420643194e-37,1.14717493689578,0.741,0.266,1.43587528270077e-33,"FCGR3A+ Mono","PTPN6"
1.23312284090819e-37,1.1988118573997,0.599,0.177,1.6911046640215e-33,"FCGR3A+ Mono","SOD2"
1.48768912806694e-37,-0.702595021911084,1,0.996,2.040216870231e-33,"FCGR3A+ Mono","RPL15"
1.54594907205599e-37,-0.647998932325306,1,0.996,2.12011455741758e-33,"FCGR3A+ Mono","RPL11"
1.79312914580918e-37,1.18289088580238,0.537,0.135,2.45909731056271e-33,"FCGR3A+ Mono","POU2F2"
1.90753781906413e-37,-0.99620412687106,0.981,0.986,2.61599736506454e-33,"FCGR3A+ Mono","TPT1"
7.6671017873553e-37,0.873313676249568,0.451,0.099,1.05146633911791e-32,"FCGR3A+ Mono","KLF4"
8.50290475781662e-37,-0.906178580037536,1,0.986,1.16608835848697e-32,"FCGR3A+ Mono","RPL10A"
1.1936628900491e-36,-0.642027531130664,1,0.996,1.63698928741334e-32,"FCGR3A+ Mono","RPS2"
2.07343140055589e-36,-0.837243349263249,1,0.984,2.84350382272235e-32,"FCGR3A+ Mono","RPL35A"
2.16797206216608e-36,1.1476907829564,0.889,0.439,2.97315688605456e-32,"FCGR3A+ Mono","DRAP1"
3.51169657486546e-36,1.20644894935322,0.735,0.268,4.81594068277049e-32,"FCGR3A+ Mono","FCN1"
4.12544294571498e-36,-0.758344624586334,0.988,0.994,5.65763245575352e-32,"FCGR3A+ Mono","RPS4X"
7.91311524579281e-36,0.600132390794712,0.278,0.04,1.08520462480803e-31,"FCGR3A+ Mono","SEC14L1"
9.2963828722872e-36,0.583005215559901,0.272,0.039,1.27490594710547e-31,"FCGR3A+ Mono","PAK1"
9.40322252964038e-36,0.960514595375758,0.654,0.196,1.28955793771488e-31,"FCGR3A+ Mono","CHCHD10"
1.40329122110821e-35,0.868698629298504,0.988,0.732,1.9244735806278e-31,"FCGR3A+ Mono","ARPC1B"
2.12007288241325e-35,0.82381398823737,0.315,0.053,2.90746795094153e-31,"FCGR3A+ Mono","CLEC7A"
2.62552898032013e-35,0.922206484540083,0.994,0.838,3.60065044361103e-31,"FCGR3A+ Mono","CYBA"
3.38550616427199e-35,1.07850348067167,0.883,0.42,4.64288315368261e-31,"FCGR3A+ Mono","ISG15"
3.76991875373123e-35,0.971976737902225,0.951,0.428,5.17006657886701e-31,"FCGR3A+ Mono","HLA-DRB1"
4.79053783310154e-35,0.678060248501074,0.265,0.038,6.56974358431546e-31,"FCGR3A+ Mono","LILRB4"
7.54924710030142e-35,-0.928528665718861,0.975,0.985,1.03530374733534e-30,"FCGR3A+ Mono","RPL30"
9.0965556286872e-35,1.07781605047,0.679,0.218,1.24750163891816e-30,"FCGR3A+ Mono","LGALS3"
1.10747598372409e-34,0.974162384672798,0.926,0.461,1.51879256407921e-30,"FCGR3A+ Mono","GABARAP"
1.20414210733416e-34,0.796119264966785,0.377,0.075,1.65136048599806e-30,"FCGR3A+ Mono","DUSP6"
1.30708032748456e-34,-0.673641274626342,1,0.994,1.79252996111233e-30,"FCGR3A+ Mono","RPL6"
1.67751257300808e-34,0.645576814332384,0.253,0.035,2.30054074262328e-30,"FCGR3A+ Mono","NAGA"
1.9132620914211e-34,-1.09190313925168,0.994,0.98,2.6238476321749e-30,"FCGR3A+ Mono","RPS3A"
2.50446470602199e-34,0.791681795696517,0.568,0.155,3.43462289783856e-30,"FCGR3A+ Mono","RNF130"
5.597638156902e-34,1.06848816223639,0.531,0.141,7.67660096837541e-30,"FCGR3A+ Mono","ATP1B3"
7.8294168999831e-34,0.70913879427479,0.346,0.065,1.07372623366368e-29,"FCGR3A+ Mono","BTK"
2.42331790995837e-33,0.917230189104519,0.469,0.118,3.32333818171691e-29,"FCGR3A+ Mono","NFKBIZ"
2.68292673754042e-33,-1.14090747352291,0.901,0.929,3.67936572786294e-29,"FCGR3A+ Mono","RPS29"
3.08785810583545e-33,-0.535301020402082,1,0.998,4.23468860634273e-29,"FCGR3A+ Mono","RPL10"
3.39443187105878e-33,0.795002343063017,0.395,0.086,4.65512386797e-29,"FCGR3A+ Mono","SMCO4"
9.91929626409528e-33,0.857816553967453,0.833,0.32,1.36033228965803e-28,"FCGR3A+ Mono","HLA-DRB5"
3.69188541113915e-32,-0.647559364003331,0.994,0.992,5.06305165283623e-28,"FCGR3A+ Mono","RPS15"
4.11108591061108e-32,0.902059862372731,0.605,0.187,5.63794321781204e-28,"FCGR3A+ Mono","ATG3"
5.08008332364493e-32,0.857137052029096,0.414,0.097,6.96682627004666e-28,"FCGR3A+ Mono","THEMIS2"
5.92143866104072e-32,1.10387327582702,0.895,0.518,8.12066097975124e-28,"FCGR3A+ Mono","CALM2"
9.80687000123965e-32,-1.01669016320814,0.87,0.324,1.34491415197001e-27,"FCGR3A+ Mono","S100A9"
1.10677385225266e-31,0.974404828199161,0.71,0.271,1.5178296609793e-27,"FCGR3A+ Mono","PGLS"
1.6992819302904e-31,0.726537537528001,0.401,0.088,2.33039523920025e-27,"FCGR3A+ Mono","RNF13"
1.83298408153155e-31,-0.432442608743812,0.988,0.58,2.51375436941236e-27,"FCGR3A+ Mono","LYZ"
2.07281254454953e-31,1.01278135038295,0.747,0.284,2.84265512359522e-27,"FCGR3A+ Mono","BLOC1S1"
2.28097586893817e-31,0.763576273117376,0.593,0.175,3.1281303066618e-27,"FCGR3A+ Mono","CTSB"
4.86730435864019e-31,0.799338600723507,0.34,0.068,6.67502119743915e-27,"FCGR3A+ Mono","MTSS1"
6.02266422208938e-31,-1.99786648883619,0.377,0.695,8.25948171417338e-27,"FCGR3A+ Mono","LDHB"
9.45689311220402e-31,-0.806711661511597,0.988,0.973,1.29691832140766e-26,"FCGR3A+ Mono","RPS10"
9.99322452474308e-31,0.985975840711068,0.883,0.475,1.37047081132327e-26,"FCGR3A+ Mono","RNASET2"
1.53272399706303e-30,0.970780326074338,0.525,0.152,2.10197768957224e-26,"FCGR3A+ Mono","LGALS9"
1.58045400381892e-30,0.955914003169317,0.901,0.483,2.16743462083726e-26,"FCGR3A+ Mono","TPI1"
1.6622968479676e-30,-0.859784708687721,0.969,0.962,2.27967389730276e-26,"FCGR3A+ Mono","RPL17"
1.66325198683611e-30,-0.842405504451523,0.975,0.975,2.28098377474704e-26,"FCGR3A+ Mono","RPS28"
1.80512989170148e-30,1.11399824479942,0.833,0.36,2.47555513347941e-26,"FCGR3A+ Mono","C1orf162"
2.06217675940554e-30,-2.64178609178915,0.08,0.549,2.82806920784875e-26,"FCGR3A+ Mono","CD3D"
2.2186494509042e-30,-0.728351236249031,1,0.985,3.04265585697002e-26,"FCGR3A+ Mono","RPS16"
2.99460887081413e-30,0.839289563572411,0.728,0.264,4.1068066054345e-26,"FCGR3A+ Mono","RBX1"
4.45273647014235e-30,0.519014123567198,0.253,0.04,6.10648279515321e-26,"FCGR3A+ Mono","RNF135"
6.58811609837751e-30,0.586417804804246,0.667,0.205,9.03494241731491e-26,"FCGR3A+ Mono","FCGRT"
1.44710215090745e-29,0.734878856452279,0.494,0.135,1.98455588975448e-25,"FCGR3A+ Mono","IFNGR2"
1.63172828437989e-29,0.772287435575623,0.778,0.309,2.23775216919859e-25,"FCGR3A+ Mono","ATP6V0B"
2.82359010414803e-29,0.799491114642794,0.321,0.066,3.87227146882861e-25,"FCGR3A+ Mono","SCIMP"
2.95839124560008e-29,-2.87027296712332,0.16,0.578,4.05713775421596e-25,"FCGR3A+ Mono","IL32"
3.70043841393652e-29,0.638368816098838,0.315,0.062,5.07478124087255e-25,"FCGR3A+ Mono","NUDT16"
3.8500860779156e-29,1.04913010267145,0.253,0.042,5.28000804725346e-25,"FCGR3A+ Mono","OSCAR"
4.36881185001016e-29,0.739703336428519,0.426,0.109,5.99138857110393e-25,"FCGR3A+ Mono","C20orf27"
4.65819085376975e-29,-0.953645150190073,0.988,0.952,6.38824293685984e-25,"FCGR3A+ Mono","RPS20"
5.01636055377206e-29,-0.66717150881542,0.969,0.985,6.87943686344301e-25,"FCGR3A+ Mono","RPL18"
6.40011512292311e-29,-0.648379556409585,1,0.994,8.77711787957675e-25,"FCGR3A+ Mono","RPL18A"
6.513029556873e-29,0.860952192159559,0.988,0.718,8.93196873429563e-25,"FCGR3A+ Mono","EMP3"
9.45636168750348e-29,-0.699170562210498,0.981,0.978,1.29684544182423e-24,"FCGR3A+ Mono","RPL7A"
1.01974874879165e-28,1.14233680816134,0.796,0.324,1.39848343409286e-24,"FCGR3A+ Mono","AP2S1"
1.26373251166889e-28,0.741226226842308,0.444,0.116,1.73308276650272e-24,"FCGR3A+ Mono","SYNGR2"
1.60697983215447e-28,0.51410071415831,0.988,0.995,2.20381214181664e-24,"FCGR3A+ Mono","MT-CO1"
3.38134426762718e-28,0.723671661222777,0.463,0.124,4.63717552862391e-24,"FCGR3A+ Mono","RNF149"
4.40928922617851e-28,-0.628165527254506,0.988,0.987,6.04689924478121e-24,"FCGR3A+ Mono","RPL29"
6.39356786252958e-28,0.848554959746847,0.673,0.244,8.76813896667307e-24,"FCGR3A+ Mono","RGS19"
6.87720863614238e-28,-0.601738667251361,1,0.99,9.43140392360566e-24,"FCGR3A+ Mono","RPL27A"
7.90686198634328e-28,0.640729778029673,0.401,0.097,1.08434705280712e-23,"FCGR3A+ Mono","CPVL"
1.18866815954056e-27,0.695774447744794,0.352,0.079,1.63013951399392e-23,"FCGR3A+ Mono","RAB24"
1.26829190191536e-27,0.624494541341633,0.37,0.085,1.73933551428672e-23,"FCGR3A+ Mono","ITGAL"
1.30223794956738e-27,1.03050979996888,0.716,0.281,1.78588912403671e-23,"FCGR3A+ Mono","RNH1"
1.4655211659448e-27,-0.898431145294018,0.975,0.967,2.00981572697669e-23,"FCGR3A+ Mono","RPS13"
1.49937677649413e-27,0.691283659424086,0.432,0.112,2.05624531128405e-23,"FCGR3A+ Mono","MYD88"
2.24288811876207e-27,0.775040303537151,0.278,0.052,3.0758967660703e-23,"FCGR3A+ Mono","MPP1"
4.90836793786302e-27,-0.832356172407914,1,1,6.73133578998535e-23,"FCGR3A+ Mono","MALAT1"
5.43768184897217e-27,0.666487810528718,0.265,0.049,7.45723688768044e-23,"FCGR3A+ Mono","HOTAIRM1"
6.11056962881072e-27,0.65697154536839,0.407,0.102,8.38003518895102e-23,"FCGR3A+ Mono","PCGF5"
1.06484462274529e-26,0.605114139403899,0.395,0.098,1.46032791563289e-22,"FCGR3A+ Mono","NANS"
2.01125762953612e-26,-0.741162554121922,0.994,0.982,2.75823871314584e-22,"FCGR3A+ Mono","RPS23"
2.07194885230669e-26,0.970454748324424,0.383,0.095,2.8414706560534e-22,"FCGR3A+ Mono","CTSZ"
3.5869136081621e-26,1.26719677230211,0.309,0.066,4.9190933222335e-22,"FCGR3A+ Mono","CNIH4"
6.13040680874631e-26,0.81543717431031,0.691,0.267,8.40723989751469e-22,"FCGR3A+ Mono","GNG5"
8.62397357369939e-26,-0.769502309228958,0.951,0.956,1.18269173589713e-21,"FCGR3A+ Mono","RPL37A"
1.28442212262383e-25,-0.751103718277822,1,0.992,1.76145649896632e-21,"FCGR3A+ Mono","RPL21"
1.60599695272898e-25,-0.589428012376383,1,0.991,2.20246422097252e-21,"FCGR3A+ Mono","EEF1A1"
2.44123288106889e-25,0.462227433014461,1,0.993,3.34790677309788e-21,"FCGR3A+ Mono","RPS19"
2.99348946215014e-25,0.668517910296719,0.352,0.086,4.1052714483927e-21,"FCGR3A+ Mono","GRINA"
4.52649786102852e-25,0.82624024003312,0.494,0.154,6.20763916661451e-21,"FCGR3A+ Mono","ZFAND5"
5.68330179606778e-25,0.729113819857483,0.364,0.092,7.79408008312735e-21,"FCGR3A+ Mono","IGSF6"
6.61411458026522e-25,-0.620965676294727,0.994,0.987,9.07059673537572e-21,"FCGR3A+ Mono","RPL14"
1.05863972653068e-24,1.0751561948142,0.457,0.137,1.45181852096417e-20,"FCGR3A+ Mono","EIF4E2"
1.54328555051392e-24,0.652090710200937,0.29,0.062,2.11646180397479e-20,"FCGR3A+ Mono","AGPAT2"
1.59125948374552e-24,1.00844743419424,0.364,0.091,2.1822532560086e-20,"FCGR3A+ Mono","SH3BP1"
1.63875402857095e-24,0.626752655337785,0.265,0.053,2.24738727478219e-20,"FCGR3A+ Mono","FAM46A"
2.45924701072681e-24,0.575712377930713,0.716,0.271,3.37261135051075e-20,"FCGR3A+ Mono","AP1S2"
2.5104259158193e-24,0.627476108649457,0.358,0.091,3.44279810095459e-20,"FCGR3A+ Mono","TGFBI"
2.67016379664705e-24,0.355478839935346,0.969,0.534,3.66186263072177e-20,"FCGR3A+ Mono","HLA-DRA"
3.15901171762918e-24,-1.14906871834645,0.79,0.832,4.33226866955666e-20,"FCGR3A+ Mono","NPM1"
4.01700643073081e-24,0.688850378928162,0.852,0.413,5.50892261910424e-20,"FCGR3A+ Mono","RAC1"
5.37330851842806e-24,0.771426706786388,0.494,0.152,7.36895530217225e-20,"FCGR3A+ Mono","ATP6V0D1"
6.40731921718858e-24,-0.76364926278201,0.975,0.958,8.78699757445241e-20,"FCGR3A+ Mono","RPL36"
8.16714977108915e-24,0.627723939675026,0.395,0.108,1.12004291960717e-19,"FCGR3A+ Mono","NAPRT1"
1.83584937756553e-23,0.601998793246992,0.309,0.071,2.51768383639337e-19,"FCGR3A+ Mono","IMPDH1"
1.93452498802987e-23,0.750468259115359,0.599,0.213,2.65300756858417e-19,"FCGR3A+ Mono","PTP4A2"
2.20525600001091e-23,0.794600537265851,0.858,0.446,3.02428807841496e-19,"FCGR3A+ Mono","ITGB2"
2.31077431011955e-23,0.780971047295269,0.877,0.559,3.16899588889795e-19,"FCGR3A+ Mono","NAP1L1"
2.58729592009821e-23,0.746341686200136,0.395,0.109,3.54821762482269e-19,"FCGR3A+ Mono","MNDA"
4.30646777218059e-23,0.623410188561374,0.444,0.132,5.90588990276847e-19,"FCGR3A+ Mono","RAB10"
4.49929188871113e-23,-1.63373672123474,0.58,0.753,6.17032889617845e-19,"FCGR3A+ Mono","JUN"
5.6181564985533e-23,-0.690438207723842,0.975,0.971,7.704739822116e-19,"FCGR3A+ Mono","RPL35"
6.29028108194828e-23,0.648865618904506,0.395,0.11,8.62649147578387e-19,"FCGR3A+ Mono","CD300A"
6.52800225600396e-23,0.620565554717878,0.284,0.063,8.95250229388383e-19,"FCGR3A+ Mono","CX3CR1"
1.47962037924129e-22,-0.66390718650156,0.988,0.964,2.02915138809151e-18,"FCGR3A+ Mono","RPL4"
2.3520078520693e-22,-1.95784507065739,0.136,0.508,3.22554356832784e-18,"FCGR3A+ Mono","CD3E"
2.40374387054468e-22,0.624193533840508,0.302,0.072,3.29649434406497e-18,"FCGR3A+ Mono","DPEP2"
2.60305625866297e-22,0.526293726005001,0.302,0.07,3.5698313531304e-18,"FCGR3A+ Mono","SNAP29"
3.20110594556987e-22,0.591230687234637,0.988,0.85,4.38999669375452e-18,"FCGR3A+ Mono","SH3BGRL3"
3.87330649149021e-22,0.629658455247265,0.444,0.134,5.31185252242968e-18,"FCGR3A+ Mono","AGTRAP"
3.9100165139145e-22,1.05757003001558,0.802,0.42,5.36219664718235e-18,"FCGR3A+ Mono","SH3BGRL"
4.75802366999222e-22,0.553140896111167,0.426,0.124,6.52515366102733e-18,"FCGR3A+ Mono","MAP2K3"
5.29530866220806e-22,-1.1210416542191,0.84,0.884,7.26198629935213e-18,"FCGR3A+ Mono","BTG1"
5.48645553603698e-22,0.75879935087054,0.784,0.359,7.52412512212111e-18,"FCGR3A+ Mono","H3F3A"
5.48833869423263e-22,-0.954295427077209,0.846,0.867,7.52670768527063e-18,"FCGR3A+ Mono","RPS21"
2.3546947813294e-21,1.0276470361646,0.253,0.057,3.22922842311514e-17,"FCGR3A+ Mono","G0S2"
2.41452764120226e-21,0.374481164124185,0.938,0.491,3.31128320714478e-17,"FCGR3A+ Mono","HLA-DPB1"
2.54579848219535e-21,0.649613035054549,0.889,0.451,3.49130803848271e-17,"FCGR3A+ Mono","TSPO"
7.57289801614348e-21,0.551448837344749,0.537,0.189,1.03854723393392e-16,"FCGR3A+ Mono","CAPZA2"
9.66118209703498e-21,0.619878724184228,0.29,0.071,1.32493451278738e-16,"FCGR3A+ Mono","FAM45A"
1.07550038939097e-20,0.67749086972581,0.66,0.261,1.47494123401078e-16,"FCGR3A+ Mono","MSN"
1.12819008491189e-20,0.43429324059977,0.296,0.072,1.54719988244817e-16,"FCGR3A+ Mono","RAB32"
1.19845353388102e-20,0.615175528473142,0.92,0.685,1.64355917636443e-16,"FCGR3A+ Mono","GMFG"
1.3357634515972e-20,0.690395630525169,0.321,0.086,1.8318659975204e-16,"FCGR3A+ Mono","ANXA4"
1.34482946250505e-20,0.553443025660403,0.389,0.113,1.84429912487942e-16,"FCGR3A+ Mono","CAPNS1"
1.714317353867e-20,0.652993034256869,0.512,0.172,2.35101481909321e-16,"FCGR3A+ Mono","COX17"
1.73218041467468e-20,0.68612130135108,0.543,0.197,2.37551222068486e-16,"FCGR3A+ Mono","RAB8A"
2.62753499177575e-20,0.384289117684929,0.284,0.068,3.60340148772126e-16,"FCGR3A+ Mono","IFIT1"
4.23837143000306e-20,0.989760756287918,0.568,0.213,5.8125025791062e-16,"FCGR3A+ Mono","MYO1G"
4.78137040555214e-20,0.969447198073299,0.772,0.41,6.55717137417421e-16,"FCGR3A+ Mono","TUBA1B"
5.35460530956959e-20,-0.92419168963695,0.901,0.887,7.34330572154374e-16,"FCGR3A+ Mono","EEF1B2"
5.55005068517884e-20,0.613337916342735,1,0.971,7.61133950965426e-16,"FCGR3A+ Mono","NACA"
5.62494036848268e-20,-0.77792797494278,0.938,0.914,7.71404322133715e-16,"FCGR3A+ Mono","RPS26"
6.21616658150679e-20,0.574511442108567,0.253,0.058,8.52485084987841e-16,"FCGR3A+ Mono","C11orf21"
7.18259027646597e-20,0.768116216353727,0.673,0.29,9.85020430514543e-16,"FCGR3A+ Mono","ZNF706"
7.74817689553881e-20,0.575956845474586,0.37,0.108,1.06258497945419e-15,"FCGR3A+ Mono","NAGK"
8.93827774193355e-20,0.685736610399914,0.889,0.546,1.22579540952877e-15,"FCGR3A+ Mono","RHOA"
9.32080549458845e-20,0.514969375832087,0.29,0.072,1.27825526552786e-15,"FCGR3A+ Mono","ALOX5"
1.09184341953317e-19,0.694312189494362,0.938,0.692,1.49735406554778e-15,"FCGR3A+ Mono","ALDOA"
1.34240447858523e-19,-2.0663176909645,0.66,0.707,1.84097350193178e-15,"FCGR3A+ Mono","LTB"
1.37864174148031e-19,0.828224056464112,0.5,0.174,1.8906692842661e-15,"FCGR3A+ Mono","EFHD2"
1.46589516752695e-19,0.737540082129655,0.642,0.266,2.01032863274646e-15,"FCGR3A+ Mono","SUPT4H1"
1.54453371851438e-19,0.649078130186423,0.302,0.079,2.11817354157062e-15,"FCGR3A+ Mono","RNPEP"
2.06238272702263e-19,0.671268991447782,0.636,0.27,2.82835167183884e-15,"FCGR3A+ Mono","GSTO1"
2.5019574373499e-19,0.617171954233489,0.79,0.391,3.43118442958166e-15,"FCGR3A+ Mono","H2AFZ"
2.55204520643043e-19,0.537046302681591,0.364,0.106,3.49987479609869e-15,"FCGR3A+ Mono","ODF3B"
3.36775537058389e-19,0.791610381745894,0.29,0.074,4.61853971521874e-15,"FCGR3A+ Mono","UTRN"
3.41589974454792e-19,0.729613254837304,0.71,0.325,4.68456490967302e-15,"FCGR3A+ Mono","POLD4"
3.77335150361866e-19,-1.09024976323982,0.623,0.743,5.17477425206263e-15,"FCGR3A+ Mono","RPSAP58"
4.67498335952526e-19,0.780844106557234,0.858,0.498,6.41127217925294e-15,"FCGR3A+ Mono","LAMTOR4"
5.8251805358972e-19,-1.56992109111439,0.222,0.525,7.98865258692943e-15,"FCGR3A+ Mono","CD99"
7.36049612265674e-19,0.588557392818801,0.358,0.106,1.00941843826115e-14,"FCGR3A+ Mono","COMMD9"
8.71645605638564e-19,0.648989524900783,0.87,0.533,1.19537478357273e-14,"FCGR3A+ Mono","SERP1"
9.66402536138167e-19,0.482505133019912,0.389,0.118,1.32532443805988e-14,"FCGR3A+ Mono","UBE2F"
1.43244059769026e-18,0.7834074121928,0.494,0.171,1.96444903567243e-14,"FCGR3A+ Mono","POLE4"
1.44072322537199e-18,0.523484641698969,0.414,0.133,1.97580783127515e-14,"FCGR3A+ Mono","ZYX"
1.47249841521639e-18,-1.64199635561035,0.228,0.511,2.01938432662776e-14,"FCGR3A+ Mono","AES"
1.69136446546521e-18,0.054152412772198,0.988,0.835,2.31953722793899e-14,"FCGR3A+ Mono","CD74"
1.7587097461898e-18,0.163140910787238,0.586,0.22,2.41189454592469e-14,"FCGR3A+ Mono","CD79B"
1.86183779647321e-18,0.519751969936568,0.778,0.379,2.55332435408336e-14,"FCGR3A+ Mono","IFI6"
2.53814339537082e-18,0.720769941946467,0.759,0.358,3.48080985241154e-14,"FCGR3A+ Mono","PSMB3"
2.58857494234884e-18,0.943219619105722,0.389,0.123,3.54997167593721e-14,"FCGR3A+ Mono","ACAA1"
2.7026730399759e-18,0.643998754381087,0.426,0.142,3.70644580702295e-14,"FCGR3A+ Mono","C4orf48"
2.72744635043307e-18,-0.448678228809904,1,0.992,3.74041992498392e-14,"FCGR3A+ Mono","RPL12"
3.20934249982608e-18,0.449372527233773,0.994,0.911,4.40129230426148e-14,"FCGR3A+ Mono","CFL1"
3.65371300688051e-18,0.580858132072454,0.463,0.16,5.01070201763593e-14,"FCGR3A+ Mono","SELPLG"
3.85140285552541e-18,0.543322306749806,0.469,0.165,5.28181387606754e-14,"FCGR3A+ Mono","UQCRC1"
5.42003595249412e-18,0.472367990848364,0.309,0.084,7.43303730525044e-14,"FCGR3A+ Mono","RIN3"
6.74978619258147e-18,-1.67781020189223,0.401,0.614,9.25665678450623e-14,"FCGR3A+ Mono","CXCR4"
8.93271160253147e-18,0.644461082246735,0.457,0.166,1.22503206917117e-13,"FCGR3A+ Mono","MARCKSL1"
1.03641964650437e-17,-0.384031284383193,1,0.995,1.42134590321609e-13,"FCGR3A+ Mono","RPL28"
1.0718065416294e-17,-1.63879831176951,0.056,0.381,1.46987549119056e-13,"FCGR3A+ Mono","LCK"
1.40939637741563e-17,0.705729437726898,0.352,0.109,1.9328461919878e-13,"FCGR3A+ Mono","EIF4EBP1"
1.6764837785228e-17,0.605511610376052,0.296,0.083,2.29912985386617e-13,"FCGR3A+ Mono","RABGAP1L"
1.73940663097681e-17,-0.687368782701073,0.975,0.97,2.3854222537216e-13,"FCGR3A+ Mono","RPL7"
1.81580674998274e-17,-1.90525916893668,0.068,0.387,2.49019737692633e-13,"FCGR3A+ Mono","CD7"
1.90577589068565e-17,1.02625454320405,0.426,0.148,2.6135810564863e-13,"FCGR3A+ Mono","LSM6"
1.95485921235075e-17,-0.476412110165843,0.994,0.979,2.68089392381783e-13,"FCGR3A+ Mono","GNB2L1"
2.29403519374679e-17,0.470722749865546,0.253,0.064,3.14603986470434e-13,"FCGR3A+ Mono","CD83"
